keysizex, offsetx, r-square-x, keysizey, offsety, r-square-y,mode,subject,touch-model,keyboard-layout,points
8.14917297800717,11.137446304786806,0.9288041436188598,13.642700642545709,140.64844530712156,0.9471817943844913,hover,wangchen1,absolute,whole,all
7.818466834370055,12.607215523944411,0.9206523664728569,11.486789040635001,138.33061893036842,0.9490294070421371,place,wangchen1,absolute,whole,all
6.9398596558259165,19.62256752532977,0.9195309623567764,12.20153093878452,130.2586477144197,0.8787490845802024,hover,cai,absolute,whole,all
5.332339039153524,25.989740977349292,0.7722410429684625,9.733932368821312,135.86470332965695,0.8018153241979719,place,cai,absolute,whole,all
6.043319524642702,17.423513508991277,0.8776736379330192,12.984242638955196,129.7131616129059,0.8423797194238528,hover,czt,absolute,whole,all
6.02001626287761,19.575940978056632,0.8685295755377305,13.485458370441897,125.0415160683519,0.8653457128757416,place,czt,absolute,whole,all
8.203217902451735,12.404278551735999,0.8947416215964663,14.730440480486507,142.33746444356711,0.8842711460096412,hover,fjy,absolute,whole,all
8.618225964710987,13.126865023505779,0.9018609821143545,14.209159948768177,143.27354047519574,0.9112388480849718,place,fjy,absolute,whole,all
7.32162164806201,11.983280047366325,0.9001735583180244,14.90075925005489,137.94998849883834,0.8492407231550633,hover,fsq,absolute,whole,all
6.068638496836672,16.33597067509175,0.8671099222271034,12.621160536142266,126.67014089059793,0.862444464743317,place,fsq,absolute,whole,all
7.589585250935994,15.500995321902543,0.9729353444497358,13.575918265434904,141.30053425739095,0.9371408024025973,hover,gsh,absolute,whole,all
7.010585002298206,18.57540305172101,0.9700884223941733,12.109055349963468,141.15791776874076,0.9473083388242385,place,gsh,absolute,whole,all
8.712922268530729,9.25980506040316,0.9361924290915047,13.570302890189044,138.98306247484197,0.927527216742356,hover,lc,absolute,whole,all
8.02949779330164,9.176131310517903,0.9336241559333499,12.526321185583214,125.65073545953506,0.7411604783901389,place,lc,absolute,whole,all
