subject, mode, x, y, char
gsh,place,16.675318181818184,152.0370606060606,a
gsh,place,27.605318181818184,155.8070606060606,a
gsh,place,29.795318181818185,154.18706060606064,a
gsh,place,18.055318181818183,150.32706060606063,a
gsh,place,17.935318181818186,150.8670606060606,a
gsh,place,21.295318181818185,154.1670606060606,a
gsh,place,17.755318181818186,155.2170606060606,a
gsh,place,21.875318181818184,151.02706060606062,a
gsh,place,24.125318181818184,154.1070606060606,a
gsh,place,20.585318181818185,157.2370606060606,a
gsh,place,17.865318181818186,155.6570606060606,a
gsh,place,20.675318181818184,153.27706060606062,a
gsh,place,16.305318181818187,153.7370606060606,a
gsh,place,18.385318181818185,154.31706060606064,a
gsh,place,21.165318181818186,150.3070606060606,a
gsh,place,15.675318181818184,151.5470606060606,a
gsh,place,18.005318181818186,153.2470606060606,a
gsh,place,13.945318181818186,149.7270606060606,a
gsh,place,22.785318181818184,154.6170606060606,a
gsh,place,21.075318181818187,153.38706060606063,a
gsh,place,21.125318181818184,153.19706060606063,a
gsh,place,20.585318181818185,157.2370606060606,a
gsh,place,23.895318181818187,156.01706060606062,a
gsh,place,21.795318181818185,157.58706060606062,a
gsh,place,25.725318181818185,157.82706060606063,a
gsh,place,17.265318181818184,153.31706060606064,a
gsh,place,20.725318181818185,152.25706060606063,a
gsh,place,22.805318181818183,149.8470606060606,a
gsh,place,21.645318181818187,154.9770606060606,a
gsh,place,22.185318181818186,154.0370606060606,a
gsh,place,19.435318181818186,154.69706060606063,a
gsh,place,19.845318181818186,151.5370606060606,a
gsh,place,25.715318181818184,153.56706060606064,a
gsh,place,24.655318181818185,152.19706060606063,a
gsh,place,22.265318181818184,154.6570606060606,a
gsh,place,20.185318181818186,151.3570606060606,a
gsh,place,19.765318181818184,149.83706060606062,a
gsh,place,23.065318181818185,149.95706060606062,a
gsh,place,25.245318181818185,153.6570606060606,a
gsh,place,21.965318181818184,154.4770606060606,a
gsh,place,24.555318181818183,150.26706060606062,a
gsh,place,20.615318181818186,153.81706060606064,a
gsh,place,21.735318181818187,150.6170606060606,a
gsh,place,24.815318181818185,153.4870606060606,a
gsh,place,17.375318181818184,150.1070606060606,a
gsh,place,24.845318181818186,147.4970606060606,a
gsh,place,20.975318181818185,146.3670606060606,a
gsh,place,17.945318181818184,149.27706060606062,a
gsh,place,27.975318181818185,145.82706060606063,a
gsh,place,27.375318181818184,145.82706060606063,a
gsh,place,20.335318181818185,150.3670606060606,a
gsh,place,28.735318181818187,150.25706060606063,a
gsh,place,16.975318181818185,152.82706060606063,a
gsh,place,24.985318181818187,153.18706060606064,a
gsh,place,26.415318181818186,154.33706060606062,a
gsh,place,14.745318181818185,150.1670606060606,a
gsh,place,18.895318181818187,149.4670606060606,a
gsh,place,15.925318181818184,146.8070606060606,a
gsh,place,17.745318181818185,154.3670606060606,a
gsh,place,17.475318181818185,145.56706060606064,a
gsh,place,18.765318181818184,152.8470606060606,a
gsh,place,15.235318181818185,146.1770606060606,a
gsh,place,18.385318181818185,148.12706060606064,a
gsh,place,20.075318181818187,152.9270606060606,a
gsh,place,20.475318181818185,153.32706060606063,a
gsh,place,20.205318181818186,149.87706060606064,a
gsh,place,19.255318181818186,149.12706060606064,a
gsh,place,21.345318181818186,150.3070606060606,a
gsh,place,28.515318181818184,156.6670606060606,a
gsh,place,27.695318181818184,155.95706060606062,a
gsh,place,22.355318181818184,154.01706060606062,a
gsh,place,18.665318181818186,153.14706060606062,a
gsh,place,21.575318181818187,152.70706060606062,a
gsh,place,25.615318181818186,153.4970606060606,a
gsh,place,16.635318181818185,149.9670606060606,a
gsh,place,18.005318181818186,149.9670606060606,a
gsh,place,19.505318181818186,149.82706060606063,a
gsh,place,22.455318181818186,144.9770606060606,a
gsh,place,28.495318181818185,148.7470606060606,a
gsh,place,20.355318181818184,150.2270606060606,a
gsh,place,19.465318181818184,149.0470606060606,a
gsh,place,26.115318181818186,149.69706060606063,a
gsh,place,24.865318181818186,152.6770606060606,a
gsh,place,19.785318181818184,148.1570606060606,a
gsh,place,20.305318181818183,150.6070606060606,a
gsh,place,16.585318181818185,149.6570606060606,a
gsh,place,21.545318181818185,154.20706060606062,a
gsh,place,21.705318181818186,150.70706060606062,a
gsh,place,20.975318181818185,150.32706060606063,a
gsh,place,20.975318181818185,150.33706060606062,a
gsh,place,12.945318181818186,150.7170606060606,a
gsh,place,10.385318181818185,146.68706060606064,a
gsh,place,9.925318181818184,147.4070606060606,a
gsh,place,16.085318181818185,149.52706060606062,a
gsh,place,17.435318181818186,146.13706060606063,a
