a,21.440269195402298,202.5833496551724,5.522090043346014,4.840244930844331
b,63.47708774193549,182.68621548387094,5.179401896578598,6.526623290406982
c,43.808267837837846,181.2490897297297,4.985682358530022,6.01833657027825
d,43.365489795918364,200.97544387755102,4.91125437411952,4.815843346942365
e,41.23682518518518,218.88115956790125,5.580090006142012,5.253454351966005
f,46.38497516129033,201.61781322580646,4.944393279108766,3.6225664492922682
g,60.190625294117645,202.17254529411764,5.9255024245232395,4.7850817259141865
h,74.91028783783784,202.4669581081081,6.2402464693762605,5.078786222678544
i,91.01315346938775,216.79262357142858,5.263613675842339,5.45351831898459
j,82.56700181818181,200.59048272727276,3.4483707288694987,3.8614026561485018
k,91.09847052631578,199.45743842105264,6.4538904886566995,6.423414370053773
l,103.09663727272726,198.13767886363638,4.8322745490632455,5.486074605972094
m,90.79646852941177,182.46272294117648,4.676002797040457,6.612817766634791
n,77.77028352112674,184.3643484507042,5.636660360563903,5.27467359424249
o,99.03902264462808,216.37057793388433,6.822503754861585,4.167025838040331
p,111.85889416666667,217.13131041666665,3.9525237071373334,3.988985789614406
q,22.386361111111114,217.76197666666664,4.676700988392575,4.070775916759201
r,50.73433141304348,218.22786282608692,9.032178566168367,3.907277678058048
s,33.2906065060241,200.70824975903616,6.666836493424665,5.2360042211436095
t,62.954505517241394,219.3964948275862,6.903751559190337,5.314813531722458
u,79.02419180000001,218.12712539999998,5.816440822403917,4.421073069140664
v,59.189525454545446,184.09087409090904,5.170614172972392,4.257937631020505
w,32.47878310344828,218.24932068965512,5.898415168824708,4.203564456485366
x,38.454126,180.29597,3.15512519805221,4.79143820153615
y,70.1042219047619,219.27606976190475,8.188755938026425,4.500071187471577
z,33.27431153846153,179.1516169230769,5.236933155070298,3.31504344716948
 ,61.533118224637676,165.81388416666667,5.059367368589756,6.062916292405762
