x0,-1.1135330480266286,8.908115697113441
y0,0.08693585780525476,4.446801109642101
x-4,-30.456764705882353,10.785183802352142
y1,13.567226438188495,5.12394507100814
x-2,-21.012927536231885,9.482148833571184
x-1,-13.05591052631579,8.553947329027922
y-1,-13.89356862745098,5.4285622932861015
x-3,-25.184759647935003,9.98836838896014
x-5,-37.10511378848728,11.649834079939987
x-6,-44.205570866141734,11.54549347390581
x-7,-48.862808988764044,14.988189082066231
x-8,-57.68105960264901,14.171740659295468
x4,31.08454361054767,11.16003955207503
x2,23.144311926605504,9.92847563978938
y-2,-24.679256017505466,5.749103430633167
x1,12.677871939736347,7.775883839323923
x3,28.148197088465842,11.36654995061145
y2,24.33161081716637,6.124450251222134
x5,37.156113924050636,11.804302743188353
x6,40.27632090761751,12.865562500636972
x7,46.87644859813085,13.548688197516617
x8,56.194791666666674,15.631368300842931
