subject, mode, x, y, char
wyd,place,26.838571428571424,144.8666904761905,a
wyd,place,16.658571428571424,145.4666904761905,a
wyd,place,20.138571428571424,151.95669047619052,a
wyd,place,21.798571428571424,155.95669047619052,a
wyd,place,26.818571428571424,152.6866904761905,a
wyd,place,22.598571428571425,150.4666904761905,a
wyd,place,24.118571428571425,156.95669047619052,a
wyd,place,24.348571428571425,151.9766904761905,a
wyd,place,23.278571428571425,145.7866904761905,a
wyd,place,22.888571428571424,151.7166904761905,a
wyd,place,20.018571428571423,147.95669047619052,a
wyd,place,12.938571428571425,142.48669047619052,a
wyd,place,20.258571428571425,148.92669047619052,a
wyd,place,19.148571428571422,143.3066904761905,a
wyd,place,21.108571428571423,148.29669047619052,a
wyd,place,23.998571428571424,144.1066904761905,a
wyd,place,23.428571428571423,148.7766904761905,a
wyd,place,22.498571428571424,148.6866904761905,a
wyd,place,19.068571428571424,151.5366904761905,a
wyd,place,11.638571428571424,142.0866904761905,a
wyd,place,19.918571428571425,146.7166904761905,a
wyd,place,19.378571428571426,151.2166904761905,a
wyd,place,21.328571428571426,152.4666904761905,a
wyd,place,16.838571428571424,147.51669047619052,a
wyd,place,13.848571428571425,148.1366904761905,a
wyd,place,15.828571428571424,152.4666904761905,a
wyd,place,16.558571428571426,150.2866904761905,a
wyd,place,21.638571428571424,152.4666904761905,a
wyd,place,19.888571428571424,148.48669047619052,a
wyd,place,14.998571428571424,148.6066904761905,a
wyd,place,13.818571428571424,144.4666904761905,a
wyd,place,20.138571428571424,144.9666904761905,a
wyd,place,18.528571428571425,143.6666904761905,a
wyd,place,11.158571428571424,144.5366904761905,a
wyd,place,19.638571428571424,145.95669047619052,a
wyd,place,19.168571428571425,143.20669047619052,a
wyd,place,18.708571428571425,148.4666904761905,a
wyd,place,15.878571428571425,145.3066904761905,a
wyd,place,17.478571428571424,151.1266904761905,a
wyd,place,17.028571428571425,146.7166904761905,a
wyd,place,11.638571428571424,147.67669047619052,a
wyd,place,13.578571428571424,144.0266904761905,a
wyd,place,14.998571428571424,140.2866904761905,a
wyd,place,19.848571428571425,146.9966904761905,a
wyd,place,15.638571428571424,149.67669047619052,a
wyd,place,19.638571428571424,147.2566904761905,a
wyd,place,20.138571428571424,151.9766904761905,a
wyd,place,22.248571428571424,151.07669047619052,a
wyd,place,15.928571428571423,156.4666904761905,a
wyd,place,10.808571428571424,146.1966904761905,a
wyd,place,13.888571428571424,143.6866904761905,a
wyd,place,20.118571428571425,152.6666904761905,a
wyd,place,14.658571428571424,149.9466904761905,a
wyd,place,15.138571428571424,148.4666904761905,a
wyd,place,12.038571428571425,152.0666904761905,a
wyd,place,15.288571428571425,148.8066904761905,a
wyd,place,12.288571428571425,149.95669047619052,a
wyd,place,16.808571428571426,151.26669047619052,a
wyd,place,14.978571428571424,150.0366904761905,a
wyd,place,19.638571428571424,148.4666904761905,a
wyd,place,15.638571428571424,151.9666904761905,a
wyd,place,12.908571428571424,147.6666904761905,a
wyd,place,16.388571428571424,149.9966904761905,a
wyd,place,11.318571428571424,148.3466904761905,a
wyd,place,15.638571428571424,151.98669047619052,a
wyd,place,18.538571428571423,151.1366904761905,a
wyd,place,15.828571428571424,150.9666904761905,a
wyd,place,13.398571428571424,152.4666904761905,a
wyd,place,12.008571428571424,154.5666904761905,a
wyd,place,20.718571428571423,152.6266904761905,a
wyd,place,26.208571428571425,152.23669047619052,a
wyd,place,22.068571428571424,153.8066904761905,a
wyd,place,31.638571428571424,152.4666904761905,a
wyd,place,27.638571428571424,148.7766904761905,a
wyd,place,32.35857142857142,148.8366904761905,a
wyd,place,27.648571428571426,148.7466904761905,a
wyd,place,24.478571428571424,145.7866904761905,a
wyd,place,23.638571428571424,147.4666904761905,a
wyd,place,22.968571428571423,144.1066904761905,a
wyd,place,23.638571428571424,147.5066904761905,a
wyd,place,26.948571428571423,148.4666904761905,a
wyd,place,19.858571428571423,145.3066904761905,a
wyd,place,15.938571428571425,146.4466904761905,a
wyd,place,15.638571428571424,144.6666904761905,a
wyd,place,15.938571428571425,146.4466904761905,a
wyd,place,19.638571428571424,146.4666904761905,a
wyd,place,18.318571428571424,146.4666904761905,a
wyd,place,14.518571428571425,147.57669047619052,a
wyd,place,16.638571428571424,143.9666904761905,a
wyd,place,23.298571428571424,147.5366904761905,a
wyd,place,52.75857142857142,132.8466904761905,b
wyd,place,48.03857142857142,137.79669047619052,b
wyd,place,52.248571428571424,136.8366904761905,b
wyd,place,39.208571428571425,140.9366904761905,b
wyd,place,51.638571428571424,140.6966904761905,b
wyd,place,45.08857142857143,139.9966904761905,b
wyd,place,43.138571428571424,136.4666904761905,b
wyd,place,29.998571428571424,136.6566904761905,b
wyd,place,47.638571428571424,138.29669047619052,b
wyd,place,35.97857142857143,137.6966904761905,b
wyd,place,52.50857142857142,149.7866904761905,b
wyd,place,39.778571428571425,143.8666904761905,b
wyd,place,35.638571428571424,139.2566904761905,b
wyd,place,48.988571428571426,139.1466904761905,b
wyd,place,43.878571428571426,144.6366904761905,b
wyd,place,39.028571428571425,140.7566904761905,b
wyd,place,35.638571428571424,139.2566904761905,b
wyd,place,37.03857142857142,139.0666904761905,b
wyd,place,32.15857142857142,136.98669047619052,b
wyd,place,39.96857142857142,148.1466904761905,b
wyd,place,39.388571428571424,147.82669047619052,b
wyd,place,42.94857142857143,135.42669047619052,b
wyd,place,38.14857142857142,148.67669047619052,b
wyd,place,35.94857142857143,137.0266904761905,b
wyd,place,31.968571428571423,137.1566904761905,b
wyd,place,56.96857142857142,143.23669047619052,b
wyd,place,36.128571428571426,140.6366904761905,b
wyd,place,51.638571428571424,125.29669047619052,c
wyd,place,51.638571428571424,140.4666904761905,c
wyd,place,51.638571428571424,140.4666904761905,c
wyd,place,53.28857142857142,131.9466904761905,c
wyd,place,40.15857142857143,138.95669047619052,c
wyd,place,37.50857142857142,139.8666904761905,c
wyd,place,46.638571428571424,127.64669047619051,c
wyd,place,29.628571428571423,132.9666904761905,c
wyd,place,30.658571428571424,136.4666904761905,c
wyd,place,33.528571428571425,122.79669047619052,c
wyd,place,43.46857142857142,129.76669047619052,c
wyd,place,41.138571428571424,129.9666904761905,c
wyd,place,27.918571428571425,136.8866904761905,c
wyd,place,29.648571428571426,138.1666904761905,c
wyd,place,32.92857142857142,136.4666904761905,c
wyd,place,40.64857142857142,128.4666904761905,c
wyd,place,39.36857142857142,135.7766904761905,c
wyd,place,33.098571428571425,137.1566904761905,c
wyd,place,33.988571428571426,136.6366904761905,c
wyd,place,32.08857142857143,136.9166904761905,c
wyd,place,37.668571428571425,126.0066904761905,c
wyd,place,38.96857142857142,140.5966904761905,c
wyd,place,30.638571428571424,136.4666904761905,c
wyd,place,35.36857142857143,143.98669047619052,c
wyd,place,38.29857142857142,140.4166904761905,c
wyd,place,39.36857142857142,140.4666904761905,c
wyd,place,23.938571428571425,139.6966904761905,c
wyd,place,30.098571428571425,138.0566904761905,c
wyd,place,35.638571428571424,144.7766904761905,c
wyd,place,27.638571428571424,136.7166904761905,c
wyd,place,28.968571428571423,139.04669047619052,c
wyd,place,23.638571428571424,144.26669047619052,c
wyd,place,35.11857142857143,140.4666904761905,c
wyd,place,21.648571428571426,140.95669047619052,c
wyd,place,27.478571428571424,147.6966904761905,c
wyd,place,47.418571428571425,139.6466904761905,c
wyd,place,27.638571428571424,132.4666904761905,c
wyd,place,35.89857142857142,140.70669047619052,c
wyd,place,33.01857142857142,139.6066904761905,c
wyd,place,31.638571428571424,137.1466904761905,c
wyd,place,31.298571428571424,132.07669047619052,c
wyd,place,24.258571428571425,136.5366904761905,c
wyd,place,32.42857142857142,139.5666904761905,c
wyd,place,31.378571428571423,140.70669047619052,c
wyd,place,30.428571428571423,143.79669047619052,c
wyd,place,40.418571428571425,157.9366904761905,d
wyd,place,43.638571428571424,155.45669047619052,d
wyd,place,36.67857142857142,152.3466904761905,d
wyd,place,41.738571428571426,156.4666904761905,d
wyd,place,44.418571428571425,149.9666904761905,d
wyd,place,34.348571428571425,151.0866904761905,d
wyd,place,36.61857142857142,152.7866904761905,d
wyd,place,28.838571428571424,145.95669047619052,d
wyd,place,35.888571428571424,145.0666904761905,d
wyd,place,25.688571428571425,144.7866904761905,d
wyd,place,27.638571428571424,148.4666904761905,d
wyd,place,39.08857142857143,144.9066904761905,d
wyd,place,24.088571428571424,152.29669047619052,d
wyd,place,35.01857142857142,152.1866904761905,d
wyd,place,29.128571428571423,141.0566904761905,d
wyd,place,31.638571428571424,150.42669047619052,d
wyd,place,24.958571428571425,152.5966904761905,d
wyd,place,30.678571428571423,150.2766904761905,d
wyd,place,31.348571428571425,145.8466904761905,d
wyd,place,27.658571428571424,147.9966904761905,d
