a,18.568529411764704,151.55529411764707,5.182716638881473,3.189766635351968
b,29.807199999999998,144.3316,4.813884518764446,3.0567730435869778
c,27.556170212765956,142.0612765957447,4.498282676184035,2.0683291818146006
d,24.539807692307697,151.6615384615385,5.462457354307961,2.0739384537780245
e,26.957342657342654,162.24244755244754,6.463494578732099,2.999611913542257
f,25.593125,151.17843750000003,4.9537867065887085,2.27828486664722
g,27.823888888888888,152.37777777777774,7.0606838973831305,2.9344089989024194
h,40.639344262295076,150.96622950819673,8.679445451208267,2.2356252390821396
i,51.544732142857136,165.22955357142857,6.251014483354657,3.315256235624087
j,41.93416666666666,152.00833333333333,7.4028006618366335,2.829855218126105
k,48.35409090909091,152.8072727272727,7.580178493395491,1.8783967579202492
l,61.2184,152.20860000000002,7.130554918097188,3.8498155851936597
m,46.53242424242424,144.1539393939394,10.125857398879495,2.711354284657941
n,35.22639534883721,143.23093023255814,7.353227247948916,3.4291783638280555
o,57.51697478991596,164.37344537815127,4.990458552316576,3.040436843053361
p,66.112,163.8728,4.241192285195284,2.7859598274203456
q,17.149,160.133,4.718057757170847,0.8276841184896553
r,29.604210526315796,161.28736842105263,9.072043706261024,3.411435246815231
s,22.154714285714284,150.85057142857147,6.716903564128037,2.4869182798419907
t,29.63539215686275,161.29598039215685,7.206108339126785,3.0652870702668196
u,38.99301886792452,163.49849056603773,6.795969556081836,4.1853812955970495
v,26.835,142.3395454545455,5.7558260997800375,1.6863340477678663
w,22.413947368421052,161.0213157894737,6.090816875243931,2.3959880623688115
x,23.873333333333335,143.04666666666668,6.678921236913105,1.0974769043381054
y,32.864864864864856,162.73405405405404,7.870116803151782,3.352167882220647
z,21.022307692307688,141.8753846153846,5.508970522068325,2.541421817029005
 ,16.125074074074075,122.05737037037039,4.1241830385245715,3.0042656297233274
