x0,-1.7957687861271676,10.471098750047453
y0,-0.050740009866798504,4.991328834813417
x-4,-30.741511627906977,10.903621120019466
y1,14.280071856287426,5.3370606070177224
x-2,-22.942334152334155,9.527448962913528
x-1,-13.600715231788078,10.170919251908396
y-1,-15.247499999999999,5.841503512261382
x-3,-25.46250830564784,10.98105451795696
x-5,-37.3452508361204,12.43755743586843
x-6,-44.082475247524755,11.650783971067202
x-7,-50.21333333333334,13.634226389486354
x-8,-60.51229508196721,12.907636625548028
x4,32.02339950372208,11.814510513207878
x2,25.621085594989562,10.113031035935807
y-2,-25.508508655126498,6.142975021662491
x1,13.433196239717978,8.793746864028495
x3,29.49678977272727,12.603519741123723
y2,25.69045790251108,5.797716705108026
x5,37.78334405144694,11.334883827797583
x6,40.43102880658436,13.480663616237505
x7,50.00755555555555,12.286355422998593
x8,59.72777777777779,13.953238793896784
