x0,-1.5841895482728074,10.152574949615554
y0,-0.09640808823529431,4.7815262764093855
x-4,-30.25512249443207,11.203861092562315
y1,14.451784420289856,5.23999312740623
x-2,-22.26853159851301,9.240539253077346
x-1,-13.725876591576885,9.626239744391574
y-1,-15.101723300970873,5.640633093051519
x-3,-25.753559748427676,10.39136176243887
x-5,-37.2301246882793,11.822612773934868
x-6,-43.82197026022305,11.439405783005537
x-7,-49.47788079470199,13.272697246517401
x-8,-59.504999999999995,13.276818625140514
x4,31.500415879017016,11.495832359676678
x2,24.60270186335404,9.870441655586236
y-2,-25.630182002022245,6.151163146580817
x1,13.027915567282323,8.591305496362779
x3,29.035032119914348,11.9483165806032
y2,25.961488888888894,5.875391599704359
x5,37.08429928741093,10.951516464401037
x6,40.32626139817629,13.216632781139403
x7,47.96689655172413,12.088573003674192
x8,59.41733333333334,13.74208853607534
