a,16.254942528735633,156.1937931034483,4.18657319434876,3.7318773560866085
b,48.12516129032259,140.85290322580644,3.9267641369056854,5.032091974099447
c,33.21324324324325,139.74486486486484,3.7798956471038836,4.640197818256168
d,32.87755102040816,154.95408163265307,3.7234680622589234,3.713063490317938
e,31.263703703703705,168.7595679012346,4.230545872738447,4.0504659614232885
f,35.16677419354839,155.4493548387097,3.74859232684516,2.7930350418598833
g,45.633529411764705,155.8770588235294,4.492420337015345,3.689345972177476
h,56.79324324324325,156.10405405405405,4.731043570414148,3.915795083021237
i,69.00163265306122,167.14928571428572,3.9906093069312654,4.204717285261827
j,62.598181818181814,154.65727272727275,2.6143826602498095,2.977180151232461
k,69.06631578947368,153.78368421052633,4.893017807927748,4.952516862030666
l,78.16272727272727,152.76613636363638,3.6635894989107243,4.2298185088451
m,68.83735294117648,140.68058823529412,3.545112052343031,5.098548779209554
n,58.96154929577464,142.14676056338027,4.2734346933767275,4.066826209901689
o,75.08644628099172,166.8238842975207,5.1724819976206104,3.2128186877720366
p,84.80583333333334,167.41041666666666,2.996606298057114,3.075548025917044
q,16.972222222222225,167.89666666666665,3.545641386196039,3.138609033738783
r,38.464239130434784,168.25586956521738,6.847747207102628,3.0125502529360433
s,25.239277108433736,154.74807228915665,5.054462845659336,4.0370117356542865
t,47.72896551724139,169.15689655172415,5.234080029712159,4.097774504026567
u,59.912200000000006,168.1782,4.40973527096582,3.4086916492988926
v,44.87454545454545,141.93590909090906,3.920101723254277,3.2829125913804975
w,24.62379310344828,168.27241379310342,4.471884131027072,3.240990328824492
x,29.154000000000003,139.01000000000002,2.3920585277120625,3.6942468785937934
y,53.14952380952381,169.0640476190476,6.208306245660672,3.469599990340461
z,25.226923076923075,138.12769230769229,3.970381467073767,2.5559317248800926
 ,46.651340579710144,127.84416666666667,3.8357599458603158,4.674569230844844
