x0,-1.1853643835616439,9.272218270820913
y0,0.0755007842258568,4.527063158553208
x-4,-31.100726783310908,10.804615546284412
y1,14.030914446002805,5.067705905728766
x-2,-21.971953385127634,9.410634877227977
x-1,-13.617367469879516,8.781764258477445
y-1,-14.352963936889555,5.44196838955072
x-3,-26.123260530421213,9.752623294878761
x-5,-38.071816793893134,11.338458714139106
x-6,-45.36675057208238,11.154757528883124
x-7,-50.697543103448275,13.357818467934052
x-8,-60.00292307692307,13.155165025199672
x4,32.104964788732396,11.061895849604289
x2,23.969576515880654,10.007560338102262
y-2,-25.324612015018776,5.699835818148459
x1,13.08626421223606,7.994114972079416
x3,29.028820512820513,11.357185295643426
y2,25.110128552097432,5.976077754559026
x5,38.20326530612245,11.28938439973358
x6,41.661653992395436,12.74248033386695
x7,48.22489361702128,11.291788368684154
x8,59.835454545454546,13.579907861272888
