subject, mode, x, y, char
fsq,hover,24.26591666666667,142.47633333333334,a
fsq,hover,19.05591666666667,141.04633333333334,a
fsq,hover,21.15591666666667,146.32633333333337,a
fsq,hover,6.49591666666667,144.46633333333335,a
fsq,hover,18.96591666666667,145.42633333333333,a
fsq,hover,16.85591666666667,142.10633333333334,a
fsq,hover,19.54591666666667,140.57633333333337,a
fsq,hover,17.49591666666667,140.75633333333332,a
fsq,hover,22.00591666666667,141.97633333333334,a
fsq,hover,14.115916666666669,137.30633333333333,a
fsq,hover,11.80591666666667,151.09633333333335,a
fsq,hover,29.40591666666667,139.84633333333335,a
fsq,hover,21.075916666666668,141.74633333333333,a
fsq,hover,34.49591666666667,149.15633333333335,a
fsq,hover,35.59591666666667,144.1963333333333,a
fsq,hover,26.81591666666667,144.86633333333333,a
fsq,hover,21.62591666666667,139.64633333333336,a
fsq,hover,26.35591666666667,143.59633333333335,a
fsq,hover,26.42591666666667,152.3863333333333,a
fsq,hover,15.22591666666667,155.18633333333332,a
fsq,hover,33.32591666666667,152.78633333333335,a
fsq,hover,34.025916666666674,152.46633333333335,a
fsq,hover,34.49591666666667,153.66633333333334,a
fsq,hover,33.97591666666667,152.53633333333335,a
fsq,hover,21.17591666666667,145.71633333333335,a
fsq,hover,18.89591666666667,144.84633333333335,a
fsq,hover,22.96591666666667,152.87633333333332,a
fsq,hover,22.00591666666667,148.95633333333336,a
fsq,hover,10.13591666666667,134.01633333333336,a
fsq,hover,17.38591666666667,147.77633333333335,a
fsq,hover,11.21591666666667,149.96633333333335,a
fsq,hover,17.83591666666667,150.03633333333335,a
fsq,hover,22.22591666666667,147.98633333333333,a
fsq,hover,25.21591666666667,151.07633333333337,a
fsq,hover,23.21591666666667,153.32633333333337,a
fsq,hover,11.98591666666667,153.46633333333335,a
fsq,hover,12.33591666666667,151.61633333333333,a
fsq,hover,19.825916666666668,147.10633333333334,a
fsq,hover,19.38591666666667,142.11633333333333,a
fsq,hover,17.485916666666668,148.71633333333335,a
fsq,hover,21.66591666666667,150.84633333333335,a
fsq,hover,8.06591666666667,148.16633333333334,a
fsq,hover,13.16591666666667,147.79633333333334,a
fsq,hover,26.08591666666667,147.60633333333334,a
fsq,hover,10.49591666666667,145.09633333333335,a
fsq,hover,26.71591666666667,147.59633333333335,a
fsq,hover,23.34591666666667,151.30633333333333,a
fsq,hover,14.365916666666669,146.41633333333334,a
fsq,hover,18.69591666666667,152.73633333333333,a
fsq,hover,15.87591666666667,149.58633333333336,a
fsq,hover,14.49591666666667,157.17633333333333,a
fsq,hover,10.785916666666669,155.41633333333334,a
fsq,hover,10.49591666666667,158.98633333333333,a
fsq,hover,6.49591666666667,156.46633333333335,a
fsq,hover,10.99591666666667,153.45633333333336,a
fsq,hover,13.62591666666667,159.56633333333332,a
fsq,hover,19.03591666666667,153.10633333333334,a
fsq,hover,9.27591666666667,157.74633333333333,a
fsq,hover,10.98591666666667,152.46633333333335,a
fsq,hover,22.74591666666667,155.91633333333334,a
fsq,hover,22.38591666666667,152.26633333333336,a
fsq,hover,8.79591666666667,157.8863333333333,a
fsq,hover,13.775916666666669,151.34633333333335,a
fsq,hover,15.49591666666667,152.46633333333335,a
fsq,hover,12.08591666666667,156.06633333333332,a
fsq,hover,13.57591666666667,159.57633333333337,a
fsq,hover,10.92591666666667,152.36633333333333,a
fsq,hover,13.65591666666667,158.37633333333332,a
fsq,hover,10.34591666666667,155.53633333333335,a
fsq,hover,18.06591666666667,148.79633333333334,a
fsq,hover,10.31591666666667,158.71633333333335,a
fsq,hover,10.32591666666667,153.41633333333334,a
fsq,hover,6.49591666666667,156.46633333333335,a
fsq,hover,16.47591666666667,156.96633333333335,a
fsq,hover,14.70591666666667,156.86633333333333,a
fsq,hover,17.595916666666668,158.16633333333334,a
fsq,hover,14.14591666666667,159.24633333333333,a
fsq,hover,15.38591666666667,151.40633333333335,a
fsq,hover,11.49591666666667,156.97633333333334,a
fsq,hover,11.525916666666669,155.43633333333332,a
fsq,hover,20.53591666666667,153.34633333333335,a
fsq,hover,8.945916666666669,153.59633333333335,a
fsq,hover,13.34591666666667,159.6363333333333,a
fsq,hover,14.54591666666667,159.62633333333332,a
fsq,hover,17.485916666666668,148.46633333333335,a
fsq,hover,11.62591666666667,154.40633333333335,a
fsq,hover,10.97591666666667,154.79633333333334,a
fsq,hover,12.605916666666669,156.29633333333334,a
fsq,hover,10.04591666666667,152.46633333333335,a
fsq,hover,10.98591666666667,147.97633333333334,a
fsq,hover,9.49591666666667,156.48633333333333,a
fsq,hover,12.26591666666667,150.96633333333335,a
fsq,hover,20.38591666666667,159.21633333333335,a
fsq,hover,14.855916666666669,157.9463333333333,a
fsq,hover,22.49591666666667,158.93633333333332,a
