mode,top,name,acc
place,0,fsq,0.5722713864306784
place,1,fsq,0.696165191740413
place,2,fsq,0.7463126843657817
place,3,fsq,0.7876106194690266
place,4,fsq,0.8082595870206489
place,0,gsh,0.7400611620795107
place,1,gsh,0.8593272171253823
place,2,gsh,0.8899082568807339
place,3,gsh,0.8990825688073395
place,4,gsh,0.9051987767584098
place,0,lc,0.5718475073313783
place,1,lc,0.7008797653958945
place,2,lc,0.7653958944281525
place,3,lc,0.7917888563049853
place,4,lc,0.8093841642228738
place,0,luyiqin,0.6303030303030303
place,1,luyiqin,0.7272727272727273
place,2,luyiqin,0.7757575757575758
place,3,luyiqin,0.8151515151515152
place,4,luyiqin,0.8363636363636363
place,0,lwk,0.6447761194029851
place,1,lwk,0.7731343283582089
place,2,lwk,0.826865671641791
place,3,lwk,0.8477611940298507
place,4,lwk,0.8656716417910447
place,0,lxy,0.7138461538461538
place,1,lxy,0.8246153846153846
place,2,lxy,0.8492307692307692
place,3,lxy,0.8615384615384616
place,4,lxy,0.88
place,0,qdn,0.7053571428571429
place,1,qdn,0.7797619047619048
place,2,qdn,0.8363095238095238
place,3,qdn,0.8571428571428571
place,4,qdn,0.8660714285714286
place,0,wyd,0.7122093023255814
place,1,wyd,0.8488372093023255
place,2,wyd,0.877906976744186
place,3,wyd,0.8924418604651163
place,4,wyd,0.9069767441860465
place,0,cai,0.4732142857142857
place,1,cai,0.6041666666666666
place,2,cai,0.6488095238095238
place,3,cai,0.6815476190476191
place,4,cai,0.6904761904761905
place,0,czt,0.6217008797653959
place,1,czt,0.7624633431085044
place,2,czt,0.8064516129032258
place,3,czt,0.8240469208211144
place,4,czt,0.844574780058651
place,0,wangchen1,0.740625
place,1,wangchen1,0.840625
place,2,wangchen1,0.875
place,3,wangchen1,0.89375
place,4,wangchen1,0.90625
place,0,fjy,0.6295180722891566
place,1,fjy,0.7530120481927711
place,2,fjy,0.7951807228915663
place,3,fjy,0.8253012048192772
place,4,fjy,0.8554216867469879
hover,0,fsq,0.6228070175438597
hover,1,fsq,0.7631578947368421
hover,2,fsq,0.8187134502923976
hover,3,fsq,0.8391812865497076
hover,4,fsq,0.8450292397660819
hover,0,gsh,0.75
hover,1,gsh,0.8571428571428571
hover,2,gsh,0.8839285714285714
hover,3,gsh,0.8988095238095238
hover,4,gsh,0.9017857142857143
hover,0,lc,0.7083333333333334
hover,1,lc,0.8363095238095238
hover,2,lc,0.8779761904761905
hover,3,lc,0.8869047619047619
hover,4,lc,0.8988095238095238
hover,0,luyiqin,0.4380664652567976
hover,1,luyiqin,0.5498489425981873
hover,2,luyiqin,0.6102719033232629
hover,3,luyiqin,0.6435045317220544
hover,4,luyiqin,0.6646525679758308
hover,0,lwk,0.6687116564417178
hover,1,lwk,0.7699386503067485
hover,2,lwk,0.8343558282208589
hover,3,lwk,0.8496932515337423
hover,4,lwk,0.8711656441717791
hover,0,lxy,0.7560240963855421
hover,1,lxy,0.8644578313253012
hover,2,lxy,0.8975903614457831
hover,3,lxy,0.9156626506024096
hover,4,lxy,0.927710843373494
hover,0,qdn,0.6468842729970327
hover,1,qdn,0.7537091988130564
hover,2,qdn,0.7952522255192879
hover,3,qdn,0.8308605341246291
hover,4,qdn,0.8456973293768546
hover,0,wyd,0.6865203761755486
hover,1,wyd,0.799373040752351
hover,2,wyd,0.8275862068965517
hover,3,wyd,0.8589341692789969
hover,4,wyd,0.8620689655172413
hover,0,cai,0.655786350148368
hover,1,cai,0.8011869436201781
hover,2,cai,0.8308605341246291
hover,3,cai,0.8456973293768546
hover,4,cai,0.8605341246290801
hover,0,czt,0.5932721712538226
hover,1,czt,0.746177370030581
hover,2,czt,0.7951070336391437
hover,3,czt,0.8195718654434251
hover,4,czt,0.8409785932721713
hover,0,wangchen1,0.7727272727272727
hover,1,wangchen1,0.8515151515151516
hover,2,wangchen1,0.8787878787878788
hover,3,wangchen1,0.9030303030303031
hover,4,wangchen1,0.906060606060606
hover,0,fjy,0.5863095238095238
hover,1,fjy,0.7529761904761905
hover,2,fjy,0.8005952380952381
hover,3,fjy,0.8214285714285714
hover,4,fjy,0.8333333333333334
