mode,top,name,acc
place,0,wangchen1,0.85
place,1,wangchen1,0.934375
place,2,wangchen1,0.95625
place,3,wangchen1,0.965625
place,4,wangchen1,0.975
hover,0,wangchen1,0.8848484848484849
hover,1,wangchen1,0.9515151515151515
hover,2,wangchen1,0.9727272727272728
hover,3,wangchen1,0.9818181818181818
hover,4,wangchen1,0.9878787878787879
place,0,cai,0.4791666666666667
place,1,cai,0.625
place,2,cai,0.6755952380952381
place,3,cai,0.7023809523809523
place,4,cai,0.7440476190476191
hover,0,cai,0.6735905044510386
hover,1,cai,0.8130563798219584
hover,2,cai,0.8694362017804155
hover,3,cai,0.8931750741839762
hover,4,cai,0.9080118694362018
place,0,luyiqin,0.7181818181818181
place,1,luyiqin,0.8333333333333334
place,2,luyiqin,0.8878787878787879
place,3,luyiqin,0.9151515151515152
place,4,luyiqin,0.9303030303030303
hover,0,luyiqin,0.540785498489426
hover,1,luyiqin,0.6525679758308157
hover,2,luyiqin,0.7129909365558912
hover,3,luyiqin,0.7462235649546828
hover,4,luyiqin,0.7794561933534743
place,0,fjy,0.6807228915662651
place,1,fjy,0.8102409638554217
place,2,fjy,0.8734939759036144
place,3,fjy,0.9096385542168675
place,4,fjy,0.9246987951807228
hover,0,fjy,0.6696428571428571
hover,1,fjy,0.8154761904761905
hover,2,fjy,0.8660714285714286
hover,3,fjy,0.8958333333333334
hover,4,fjy,0.9047619047619048
place,0,lc,0.7126099706744868
place,1,lc,0.8093841642228738
place,2,lc,0.8504398826979472
place,3,lc,0.8592375366568915
place,4,lc,0.8944281524926686
hover,0,lc,0.8005952380952381
hover,1,lc,0.9107142857142857
hover,2,lc,0.9434523809523809
hover,3,lc,0.9494047619047619
hover,4,lc,0.9553571428571429
place,0,lwk,0.7164179104477612
place,1,lwk,0.8507462686567164
place,2,lwk,0.8835820895522388
place,3,lwk,0.9164179104477612
place,4,lwk,0.9283582089552239
hover,0,lwk,0.6993865030674846
hover,1,lwk,0.8343558282208589
hover,2,lwk,0.8773006134969326
hover,3,lwk,0.901840490797546
hover,4,lwk,0.9141104294478528
place,0,lxy,0.7876923076923077
place,1,lxy,0.8861538461538462
place,2,lxy,0.9292307692307692
place,3,lxy,0.9476923076923077
place,4,lxy,0.9538461538461539
hover,0,lxy,0.8463855421686747
hover,1,lxy,0.9518072289156626
hover,2,lxy,0.9698795180722891
hover,3,lxy,0.9728915662650602
hover,4,lxy,0.9879518072289156
place,0,qdn,0.6934523809523809
place,1,qdn,0.7827380952380952
place,2,qdn,0.8095238095238095
place,3,qdn,0.8214285714285714
place,4,qdn,0.8363095238095238
hover,0,qdn,0.7270029673590505
hover,1,qdn,0.8160237388724035
hover,2,qdn,0.8724035608308606
hover,3,qdn,0.9109792284866469
hover,4,qdn,0.9258160237388724
place,0,wyd,0.7383720930232558
place,1,wyd,0.877906976744186
place,2,wyd,0.9069767441860465
place,3,wyd,0.9215116279069767
place,4,wyd,0.9418604651162791
hover,0,wyd,0.7836990595611285
hover,1,wyd,0.8683385579937304
hover,2,wyd,0.9341692789968652
hover,3,wyd,0.9467084639498433
hover,4,wyd,0.9498432601880877
place,0,czt,0.6334310850439883
place,1,czt,0.7536656891495601
place,2,czt,0.8123167155425219
place,3,czt,0.8504398826979472
place,4,czt,0.8768328445747801
hover,0,czt,0.6330275229357798
hover,1,czt,0.7553516819571865
hover,2,czt,0.8134556574923547
hover,3,czt,0.8685015290519877
hover,4,czt,0.8837920489296636
place,0,gsh,0.8532110091743119
place,1,gsh,0.944954128440367
place,2,gsh,0.9755351681957186
place,3,gsh,0.9847094801223242
place,4,gsh,0.9877675840978594
hover,0,gsh,0.8690476190476191
hover,1,gsh,0.9583333333333334
hover,2,gsh,0.9761904761904762
hover,3,gsh,0.9851190476190477
hover,4,gsh,0.9910714285714286
place,0,fsq,0.6666666666666666
place,1,fsq,0.799410029498525
place,2,fsq,0.855457227138643
place,3,fsq,0.887905604719764
place,4,fsq,0.9085545722713865
hover,0,fsq,0.6929824561403509
hover,1,fsq,0.8216374269005848
hover,2,fsq,0.8713450292397661
hover,3,fsq,0.9005847953216374
hover,4,fsq,0.9093567251461988
