mode,top,name,acc
place,0,wangchen1,0.825
place,1,wangchen1,0.9125
place,2,wangchen1,0.940625
place,3,wangchen1,0.965625
place,4,wangchen1,0.975
hover,0,wangchen1,0.8303030303030303
hover,1,wangchen1,0.9333333333333333
hover,2,wangchen1,0.9606060606060606
hover,3,wangchen1,0.9666666666666667
hover,4,wangchen1,0.9787878787878788
place,0,cai,0.46726190476190477
place,1,cai,0.6011904761904762
place,2,cai,0.6577380952380952
place,3,cai,0.7053571428571429
place,4,cai,0.7351190476190477
hover,0,cai,0.5934718100890207
hover,1,cai,0.744807121661721
hover,2,cai,0.8160237388724035
hover,3,cai,0.8486646884272997
hover,4,cai,0.8753709198813057
place,0,luyiqin,0.7
place,1,luyiqin,0.8212121212121212
place,2,luyiqin,0.8666666666666667
place,3,luyiqin,0.9121212121212121
place,4,luyiqin,0.9272727272727272
hover,0,luyiqin,0.5287009063444109
hover,1,luyiqin,0.6525679758308157
hover,2,luyiqin,0.6978851963746223
hover,3,luyiqin,0.7371601208459214
hover,4,luyiqin,0.7885196374622356
place,0,fjy,0.7078313253012049
place,1,fjy,0.822289156626506
place,2,fjy,0.8614457831325302
place,3,fjy,0.8855421686746988
place,4,fjy,0.9006024096385542
hover,0,fjy,0.6160714285714286
hover,1,fjy,0.7767857142857143
hover,2,fjy,0.8363095238095238
hover,3,fjy,0.8571428571428571
hover,4,fjy,0.8809523809523809
place,0,lc,0.6950146627565983
place,1,lc,0.7917888563049853
place,2,lc,0.8328445747800587
place,3,lc,0.8533724340175953
place,4,lc,0.8709677419354839
hover,0,lc,0.7738095238095238
hover,1,lc,0.8690476190476191
hover,2,lc,0.9226190476190477
hover,3,lc,0.9345238095238095
hover,4,lc,0.9523809523809523
place,0,lwk,0.6955223880597015
place,1,lwk,0.8238805970149253
place,2,lwk,0.8895522388059701
place,3,lwk,0.9194029850746268
place,4,lwk,0.9283582089552239
hover,0,lwk,0.6993865030674846
hover,1,lwk,0.8282208588957055
hover,2,lwk,0.8588957055214724
hover,3,lwk,0.8926380368098159
hover,4,lwk,0.9141104294478528
place,0,lxy,0.7815384615384615
place,1,lxy,0.8984615384615384
place,2,lxy,0.9230769230769231
place,3,lxy,0.9446153846153846
place,4,lxy,0.9507692307692308
hover,0,lxy,0.8373493975903614
hover,1,lxy,0.9457831325301205
hover,2,lxy,0.9668674698795181
hover,3,lxy,0.9728915662650602
hover,4,lxy,0.9759036144578314
place,0,qdn,0.7053571428571429
place,1,qdn,0.7976190476190477
place,2,qdn,0.8333333333333334
place,3,qdn,0.8482142857142857
place,4,qdn,0.8541666666666666
hover,0,qdn,0.7032640949554896
hover,1,qdn,0.8130563798219584
hover,2,qdn,0.8694362017804155
hover,3,qdn,0.8931750741839762
hover,4,qdn,0.913946587537092
place,0,wyd,0.7354651162790697
place,1,wyd,0.8662790697674418
place,2,wyd,0.9011627906976745
place,3,wyd,0.9156976744186046
place,4,wyd,0.936046511627907
hover,0,wyd,0.768025078369906
hover,1,wyd,0.8338557993730408
hover,2,wyd,0.8808777429467085
hover,3,wyd,0.9122257053291536
hover,4,wyd,0.9310344827586207
place,0,czt,0.6041055718475073
place,1,czt,0.7331378299120235
place,2,czt,0.8035190615835777
place,3,czt,0.8328445747800587
place,4,czt,0.8621700879765396
hover,0,czt,0.599388379204893
hover,1,czt,0.7186544342507645
hover,2,czt,0.7981651376146789
hover,3,czt,0.8379204892966361
hover,4,czt,0.8685015290519877
place,0,gsh,0.8226299694189603
place,1,gsh,0.9235474006116208
place,2,gsh,0.9724770642201835
place,3,gsh,0.9877675840978594
place,4,gsh,0.9877675840978594
hover,0,gsh,0.8452380952380952
hover,1,gsh,0.9404761904761905
hover,2,gsh,0.9791666666666666
hover,3,gsh,0.9851190476190477
hover,4,gsh,0.9880952380952381
place,0,fsq,0.6519174041297935
place,1,fsq,0.7787610619469026
place,2,fsq,0.8200589970501475
place,3,fsq,0.8702064896755162
place,4,fsq,0.8820058997050148
hover,0,fsq,0.6754385964912281
hover,1,fsq,0.7982456140350878
hover,2,fsq,0.847953216374269
hover,3,fsq,0.8918128654970761
hover,4,fsq,0.9064327485380117
