mode,top,name,acc
place,0,wangchen1,0.846875
place,1,wangchen1,0.940625
place,2,wangchen1,0.95625
place,3,wangchen1,0.96875
place,4,wangchen1,0.975
hover,0,wangchen1,0.8939393939393939
hover,1,wangchen1,0.9636363636363636
hover,2,wangchen1,0.9696969696969697
hover,3,wangchen1,0.9818181818181818
hover,4,wangchen1,0.9878787878787879
place,0,cai,0.4880952380952381
place,1,cai,0.6130952380952381
place,2,cai,0.6696428571428571
place,3,cai,0.7113095238095238
place,4,cai,0.7351190476190477
hover,0,cai,0.6943620178041543
hover,1,cai,0.8160237388724035
hover,2,cai,0.857566765578635
hover,3,cai,0.8813056379821959
hover,4,cai,0.8931750741839762
place,0,luyiqin,0.693939393939394
place,1,luyiqin,0.8090909090909091
place,2,luyiqin,0.8757575757575757
place,3,luyiqin,0.9090909090909091
place,4,luyiqin,0.9303030303030303
hover,0,luyiqin,0.5105740181268882
hover,1,luyiqin,0.622356495468278
hover,2,luyiqin,0.6978851963746223
hover,3,luyiqin,0.7401812688821753
hover,4,luyiqin,0.7885196374622356
place,0,fjy,0.6837349397590361
place,1,fjy,0.7981927710843374
place,2,fjy,0.8795180722891566
place,3,fjy,0.9096385542168675
place,4,fjy,0.9246987951807228
hover,0,fjy,0.6755952380952381
hover,1,fjy,0.8273809523809523
hover,2,fjy,0.8690476190476191
hover,3,fjy,0.8988095238095238
hover,4,fjy,0.9077380952380952
place,0,lc,0.7038123167155426
place,1,lc,0.8152492668621701
place,2,lc,0.8475073313782991
place,3,lc,0.873900293255132
place,4,lc,0.8973607038123167
hover,0,lc,0.8184523809523809
hover,1,lc,0.9107142857142857
hover,2,lc,0.9375
hover,3,lc,0.9494047619047619
hover,4,lc,0.9642857142857143
place,0,lwk,0.7164179104477612
place,1,lwk,0.8298507462686567
place,2,lwk,0.8776119402985074
place,3,lwk,0.9134328358208955
place,4,lwk,0.9313432835820895
hover,0,lwk,0.6840490797546013
hover,1,lwk,0.8251533742331288
hover,2,lwk,0.8680981595092024
hover,3,lwk,0.8926380368098159
hover,4,lwk,0.911042944785276
place,0,lxy,0.7476923076923077
place,1,lxy,0.8615384615384616
place,2,lxy,0.9046153846153846
place,3,lxy,0.9292307692307692
place,4,lxy,0.9415384615384615
hover,0,lxy,0.8373493975903614
hover,1,lxy,0.9307228915662651
hover,2,lxy,0.963855421686747
hover,3,lxy,0.9728915662650602
hover,4,lxy,0.9789156626506024
place,0,qdn,0.6726190476190477
place,1,qdn,0.7708333333333334
place,2,qdn,0.8035714285714286
place,3,qdn,0.8154761904761905
place,4,qdn,0.8244047619047619
hover,0,qdn,0.7270029673590505
hover,1,qdn,0.827893175074184
hover,2,qdn,0.8724035608308606
hover,3,qdn,0.913946587537092
hover,4,qdn,0.9317507418397626
place,0,wyd,0.7412790697674418
place,1,wyd,0.8662790697674418
place,2,wyd,0.8837209302325582
place,3,wyd,0.8953488372093024
place,4,wyd,0.938953488372093
hover,0,wyd,0.768025078369906
hover,1,wyd,0.8620689655172413
hover,2,wyd,0.9153605015673981
hover,3,wyd,0.9404388714733543
hover,4,wyd,0.9467084639498433
place,0,czt,0.6041055718475073
place,1,czt,0.7390029325513197
place,2,czt,0.7917888563049853
place,3,czt,0.8387096774193549
place,4,czt,0.8651026392961877
hover,0,czt,0.5963302752293578
hover,1,czt,0.7431192660550459
hover,2,czt,0.7920489296636085
hover,3,czt,0.8440366972477065
hover,4,czt,0.8654434250764526
place,0,gsh,0.8715596330275229
place,1,gsh,0.9510703363914373
place,2,gsh,0.9694189602446484
place,3,gsh,0.9785932721712538
place,4,gsh,0.9877675840978594
hover,0,gsh,0.8809523809523809
hover,1,gsh,0.9553571428571429
hover,2,gsh,0.9821428571428571
hover,3,gsh,0.9851190476190477
hover,4,gsh,0.9910714285714286
place,0,fsq,0.640117994100295
place,1,fsq,0.8023598820058997
place,2,fsq,0.8466076696165191
place,3,fsq,0.8731563421828908
place,4,fsq,0.8997050147492626
hover,0,fsq,0.695906432748538
hover,1,fsq,0.8245614035087719
hover,2,fsq,0.8771929824561403
hover,3,fsq,0.9035087719298246
hover,4,fsq,0.9210526315789473
