mode,top,name,acc
place,0,wangchen1,0.846875
place,1,wangchen1,0.925
place,2,wangchen1,0.95
place,3,wangchen1,0.965625
place,4,wangchen1,0.971875
hover,0,wangchen1,0.8606060606060606
hover,1,wangchen1,0.9363636363636364
hover,2,wangchen1,0.9727272727272728
hover,3,wangchen1,0.9878787878787879
hover,4,wangchen1,0.9878787878787879
place,0,cai,0.48214285714285715
place,1,cai,0.6011904761904762
place,2,cai,0.6696428571428571
place,3,cai,0.7023809523809523
place,4,cai,0.7232142857142857
hover,0,cai,0.658753709198813
hover,1,cai,0.7863501483679525
hover,2,cai,0.8456973293768546
hover,3,cai,0.8694362017804155
hover,4,cai,0.884272997032641
place,0,luyiqin,0.703030303030303
place,1,luyiqin,0.8242424242424242
place,2,luyiqin,0.8787878787878788
place,3,luyiqin,0.906060606060606
place,4,luyiqin,0.9272727272727272
hover,0,luyiqin,0.5377643504531722
hover,1,luyiqin,0.6555891238670695
hover,2,luyiqin,0.716012084592145
hover,3,luyiqin,0.7552870090634441
hover,4,luyiqin,0.7824773413897281
place,0,fjy,0.677710843373494
place,1,fjy,0.8313253012048193
place,2,fjy,0.8765060240963856
place,3,fjy,0.8885542168674698
place,4,fjy,0.9216867469879518
hover,0,fjy,0.6458333333333334
hover,1,fjy,0.7916666666666666
hover,2,fjy,0.8452380952380952
hover,3,fjy,0.8779761904761905
hover,4,fjy,0.8988095238095238
place,0,lc,0.7155425219941349
place,1,lc,0.8093841642228738
place,2,lc,0.8504398826979472
place,3,lc,0.8680351906158358
place,4,lc,0.8885630498533724
hover,0,lc,0.7827380952380952
hover,1,lc,0.9047619047619048
hover,2,lc,0.9315476190476191
hover,3,lc,0.9464285714285714
hover,4,lc,0.9523809523809523
place,0,lwk,0.7283582089552239
place,1,lwk,0.8417910447761194
place,2,lwk,0.8955223880597015
place,3,lwk,0.9164179104477612
place,4,lwk,0.9283582089552239
hover,0,lwk,0.7269938650306749
hover,1,lwk,0.8343558282208589
hover,2,lwk,0.8803680981595092
hover,3,lwk,0.9049079754601227
hover,4,lwk,0.911042944785276
place,0,lxy,0.803076923076923
place,1,lxy,0.8984615384615384
place,2,lxy,0.9384615384615385
place,3,lxy,0.9538461538461539
place,4,lxy,0.9569230769230769
hover,0,lxy,0.8493975903614458
hover,1,lxy,0.9487951807228916
hover,2,lxy,0.9698795180722891
hover,3,lxy,0.9698795180722891
hover,4,lxy,0.9819277108433735
place,0,qdn,0.7142857142857143
place,1,qdn,0.8035714285714286
place,2,qdn,0.8392857142857143
place,3,qdn,0.8571428571428571
place,4,qdn,0.8660714285714286
hover,0,qdn,0.7181008902077152
hover,1,qdn,0.827893175074184
hover,2,qdn,0.8783382789317508
hover,3,qdn,0.9020771513353115
hover,4,qdn,0.9228486646884273
place,0,wyd,0.7354651162790697
place,1,wyd,0.8633720930232558
place,2,wyd,0.9098837209302325
place,3,wyd,0.9273255813953488
place,4,wyd,0.9447674418604651
hover,0,wyd,0.780564263322884
hover,1,wyd,0.8557993730407524
hover,2,wyd,0.9216300940438872
hover,3,wyd,0.9278996865203761
hover,4,wyd,0.9498432601880877
place,0,czt,0.6129032258064516
place,1,czt,0.7419354838709677
place,2,czt,0.8064516129032258
place,3,czt,0.8357771260997068
place,4,czt,0.8621700879765396
hover,0,czt,0.6207951070336392
hover,1,czt,0.7522935779816514
hover,2,czt,0.8134556574923547
hover,3,czt,0.8807339449541285
hover,4,czt,0.8929663608562691
place,0,gsh,0.8348623853211009
place,1,gsh,0.9418960244648318
place,2,gsh,0.9755351681957186
place,3,gsh,0.9847094801223242
place,4,gsh,0.9877675840978594
hover,0,gsh,0.8601190476190477
hover,1,gsh,0.9523809523809523
hover,2,gsh,0.9791666666666666
hover,3,gsh,0.9851190476190477
hover,4,gsh,0.9880952380952381
place,0,fsq,0.6637168141592921
place,1,fsq,0.7935103244837758
place,2,fsq,0.8377581120943953
place,3,fsq,0.8761061946902655
place,4,fsq,0.8938053097345132
hover,0,fsq,0.6842105263157895
hover,1,fsq,0.8157894736842105
hover,2,fsq,0.868421052631579
hover,3,fsq,0.9005847953216374
hover,4,fsq,0.9122807017543859
